tipo_unidade;nome_oficial;rpa;distrito_sanitario;microregiao;cnes;cod_nat;tipo_servico;endereço;bairro;fone;especialidade;como_usar;horario;ordem;latitude;longitude
15.1|Aqui Tem Camisinha;Upinha Dia Tarso Bezerra Chié I e Chié II;2;2;2.1;7992955;Própria;Distribuição de Preservativos;"Av Gov. Agamenon Magalhães, S/N";Campo Grande ;34267329;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1577.;Segunda à sexta das 08:00 às 17:68;15.01.00.058;-8.0372314663;-34.8741622569
15.1|Aqui Tem Camisinha;PSF Água Viva;6;8;8.1;3569349;Própria;Distribuição de Preservativos;"Rua Bahia, 129";Jordão;33554380/33554381;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1578.;Segunda à sexta das 08:00 às 17:67;15.01.00.059;-8.1269291532;-34.9414801067
15.1|Aqui Tem Camisinha;PSF Alcides Codeceira;3;7;7.1;;Própria;Distribuição de Preservativos;"Praça Visconde de Sá Bandeira, S/N";Alto José Bonifácio;33556074;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1579.;Segunda à sexta das 08:00 às 17:66;15.01.00.060;-8.0122418182;-34.9123248459
15.1|Aqui Tem Camisinha;PSF Alto Bela Vista;6;8;8.1;3380300;Própria;Distribuição de Preservativos;"Rua Demerval Lobão, 672";Ibura;33556078;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1580.;Segunda à sexta das 08:00 às 17:65;15.01.00.061;-8.1236138567;-34.9414432628
15.1|Aqui Tem Camisinha;PSF Alto da Brasileira - Diogenes Cavalcanti - Reservatório;3;7;7.2;;Própria;Distribuição de Preservativos;"Rua Alto da Brasileira/Reservatório, 1002";Nova Descoberta;33556402;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1581.;Segunda à sexta das 08:00 às 17:64;15.01.00.062;-8.0013225981;-34.9354796789
15.1|Aqui Tem Camisinha;PSF Alto da Brasileira e Alto do Reservatório;3;7;7.2;;Própria;Distribuição de Preservativos;"Alto da Brasileira, 1002";Nova Descoberta;33556402;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1582.;Segunda à sexta das 08:00 às 17:63;15.01.00.063;-8.0013225981;-34.9354796789
15.1|Aqui Tem Camisinha;PSF Alto da Jaqueira;6;8;8.1;5653304;Própria;Distribuição de Preservativos;"Rua Vinte e Dois de Agosto, 56";Ibura;33554625;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1583.;Segunda à sexta das 08:00 às 17:62;15.01.00.064;-8.1344293835;-34.9338420076
15.1|Aqui Tem Camisinha;PSF Alto do Eucalipto;3;7;7.1;26301;Própria;Distribuição de Preservativos;"Rua Camboriu, 664";Vasco da Gama;33556082;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1584.;Segunda à sexta das 08:00 às 17:61;15.01.00.065;-8.0085372371;-34.9194276124
15.1|Aqui Tem Camisinha;PSF Alto José Bonifacio;3;7;7.1;3371336;Própria;Distribuição de Preservativos;"Praça Visconde de Sa Bandeira, S/N";Alto José Bonifácio;33556074;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1585.;Segunda à sexta das 08:00 às 17:60;15.01.00.066;-8.0122418182;-34.9123248459
15.1|Aqui Tem Camisinha;PSF Alto José do Pinho;3;7;7.1;2679779;Própria;Distribuição de Preservativos;"Córrego do Euclides, 05";Alto José do Pinho;33556086;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1586.;Segunda à sexta das 08:00 às 17:59;15.01.00.067;-8.0221166685;-34.9075584874
15.1|Aqui Tem Camisinha;PSF Amaury de Medeiros;4;4;4.3;;Própria;Distribuição de Preservativos;"Rua Roraima, 102";Várzea;33550308/0309;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1587.;Segunda à sexta das 08:00 às 17:58;15.01.00.068;-8.0390411137;-34.9786137894
15.1|Aqui Tem Camisinha;PSF Amem;3;3;3.1;;Própria;Distribuição de Preservativos;"Av Padre Roma, 149";Tamarineira;;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1588.;Segunda à sexta das 08:00 às 17:57;15.01.00.069;-8.0340823432;-34.9047193442
15.1|Aqui Tem Camisinha;PSF Apipucos;3;3;3.3;2127;Própria;Distribuição de Preservativos;"Rua Coronel João Batista do Rego Barros, 1056";Apipucos;33554632;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1589.;Segunda à sexta das 08:00 às 17:56;15.01.00.070;-8.0207668889;-34.9341414283
15.1|Aqui Tem Camisinha;PSF Barreiras;4;4;4.3;22314;Própria;Distribuição de Preservativos;"Rua Água Clara, 145";Várzea;33554878;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1590.;Segunda à sexta das 08:00 às 17:55;15.01.00.071;-8.0244979309;-34.9633448644
15.1|Aqui Tem Camisinha;PSF Beira do Rio;6;6;6.3;26379;Própria;Distribuição de Preservativos;"Rua Ribeiro de Brito, 1361";Boa Viagem;33556090;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1591.;Segunda à sexta das 08:00 às 17:54;15.01.00.072;-8.1231838374;-34.9088699483
15.1|Aqui Tem Camisinha;PSF Bernard Van Leer;6;6;6.1;3562581;Própria;Distribuição de Preservativos;"Rua Francisco Valpassos, S/N";Brasília Teimosa;33556406;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1592.;Segunda à sexta das 08:00 às 17:53;15.01.00.073;-8.0857488690;-34.8839850459
15.1|Aqui Tem Camisinha;PSF Bongi Boa Idéia;5;5;5.1;3131572;Própria;Distribuição de Preservativos;"Rua Araguaia, 83";San Martin;33554636;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1593.;Segunda à sexta das 08:00 às 17:52;15.01.00.074;-8.0692962759;-34.9240374508
15.1|Aqui Tem Camisinha;PSF Brasilit;4;4;4.3;24511;Própria;Distribuição de Preservativos;"Rua Emiliano Braga, 105 - Brasilt";Várzea;33556410;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1594.;Segunda à sexta das 08:00 às 17:51;15.01.00.075;-8.0360158335;-34.9495497418
15.1|Aqui Tem Camisinha;PSF Cafesópolis;6;6;6.2;26360;Própria;Distribuição de Preservativos;"Av Mascarenhas de Morais, S/N";Imbiribeira;33556098;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1595.;Segunda à sexta das 08:00 às 17:50;15.01.00.076;-8.0989675819;-34.9098703592
15.1|Aqui Tem Camisinha;PSF Caranguejo;4;4;4.1;22373;Própria;Distribuição de Preservativos;"Rua Tabaiares, 297";Ilha do Retiro;33554644;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1596.;Segunda à sexta das 08:00 às 17:49;15.01.00.077;-8.0649066195;-34.9053121757
15.1|Aqui Tem Camisinha;PSF Casarão do Cordeiro;4;4;4.1;6008984;Própria;Distribuição de Preservativos;"Rua Odete Monteiro, 150";Cordeiro;33556514;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1597.;Segunda à sexta das 08:00 às 17:48;15.01.00.078;-8.0440635035;-34.9212623427
15.1|Aqui Tem Camisinha;PSF Ceasa;5;5;5.3;;Própria;Distribuição de Preservativos;"Br 101 Girador do Curado, 11606";Jardim São Paulo;33550188/0090;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1598.;Segunda à sexta das 08:00 às 17:47;15.01.00.079;-8.0729026396;-34.9435628498
15.1|Aqui Tem Camisinha;PSF Chico Mendes;5;5;5.2;965;Própria;Distribuição de Preservativos;"Primeira Travessa do Campo, S/N";Caçote;33556426;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1599.;Segunda à sexta das 08:00 às 17:46;15.01.00.080;-8.1012168179;-34.9320431235
15.1|Aqui Tem Camisinha;PSF Cidade Operária;6;8;8.1;6691285;Própria;Distribuição de Preservativos;"Rua Emílio Monteiro da Fonseca, 1688";Ibura;33553033;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1600.;Segunda à sexta das 08:00 às 17:45;15.01.00.081;-8.1255246189;-34.9369440227
15.1|Aqui Tem Camisinha;PSF Clementino Fraga;3;3;3.2;;Própria;Distribuição de Preservativos;"Rua Japaratuba, 260";Casa Amarela;33556049;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1601.;Segunda à sexta das 08:00 às 17:44;15.01.00.082;-8.0194954906;-34.9198327011
15.1|Aqui Tem Camisinha;PSF Coque;1;1;1.3;;Própria;Distribuição de Preservativos;"Rua Guapirama, 65";Ilha Joana Bezerra;33554656;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1602.;Segunda à sexta das 08:00 às 17:43;15.01.00.083;-8.0714884335;-34.8998037425
15.1|Aqui Tem Camisinha;PSF Coqueiral;6;6;6.2;3153584;Própria;Distribuição de Preservativos;"Rua Sargento Silvino Macêdo, 129";Imbiribeira;33556102;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1603.;Segunda à sexta das 08:00 às 17:42;15.01.00.084;-8.1133559278;-34.9068882494
15.1|Aqui Tem Camisinha;PSF Coqueiral I e II;5;5;5.3;22411;Própria;Distribuição de Preservativos;"Rua Maria Tereza, 174";Coqueiral;33550216/0217;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1604.;Segunda à sexta das 08:00 às 17:41;15.01.00.085;-8.0853256595;-34.9696797397
15.1|Aqui Tem Camisinha;PSF Córrego da Bica;3;3;3.3;22276;Própria;Distribuição de Preservativos;"Rua Santa Tereza, S/N - Córrego da Bica";Passarinho;33556115;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1605.;Segunda à sexta das 08:00 às 17:40;15.01.00.086;-7.9882442551;-34.9292891668
15.1|Aqui Tem Camisinha;PSF Córrego da Fortuna;3;3;3.3;26220;Própria;Distribuição de Preservativos;"Av Professor Claudio Selva, 1030";Dois Irmãos;33550177;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1606.;Segunda à sexta das 08:00 às 17:39;15.01.00.087;-8.0120511700;-34.9521589389
15.1|Aqui Tem Camisinha;PSF Córrego do Eucalipto;3;7;7.3;6334067;Própria;Distribuição de Preservativos;"Rua Tereza Carneiro, 26";Macaxeira;33556902;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1607.;Segunda à sexta das 08:00 às 17:38;15.01.00.088;-8.0085372371;-34.9194276124
15.1|Aqui Tem Camisinha;PSF Cosirof;4;4;4.2;;Própria;Distribuição de Preservativos;"Rua Edvaldo Maranhão Ferreira, 135 Roda de Fogo";Torrões;33556422;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1608.;Segunda à sexta das 08:00 às 17:37;15.01.00.089;-8.0585273040;-34.9386589755
15.1|Aqui Tem Camisinha;PSF Cosme e Damião;4;4;4.3;3153487;Própria;Distribuição de Preservativos;"Rua Tomaz Ferreira, 7 Cosme Damião";Várzea;33550304;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1609.;Segunda à sexta das 08:00 às 17:36;15.01.00.090;-8.0330193255;-34.9915374990
15.1|Aqui Tem Camisinha;PSF Dancing Days;6;6;6.2;2070;Própria;Distribuição de Preservativos;"Rua Dancing Days, 109";Imbiribeira;33556118;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1610.;Segunda à sexta das 08:00 às 17:35;15.01.00.091;-8.1036900042;-34.9216864536
15.1|Aqui Tem Camisinha;PSF Djalma de Holanda Cavalcante;6;6;6.1;5392136;Própria;Distribuição de Preservativos;"Rua Delfim, 87";Brasília Teimosa;33556122;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1611.;Segunda à sexta das 08:00 às 17:34;15.01.00.092;-8.0801685530;-34.8779382661
15.1|Aqui Tem Camisinha;PSF Engenho do Meio;4;4;4.2;24503;Própria;Distribuição de Preservativos;"Rua José dos Santos, 312";Engenho do Meio;33556130;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1612.;Segunda à sexta das 08:00 às 17:33;15.01.00.093;-8.0571333597;-34.9460736773
15.1|Aqui Tem Camisinha;PSF Gilberto Freire;3;7;7.3;28045;Própria;Distribuição de Preservativos;"Rua Amaro Luiz de Carvalho, S/N";Guabiraba;33550110;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1613.;Segunda à sexta das 08:00 às 17:32;15.01.00.094;-7.9660154294;-34.9249647094
15.1|Aqui Tem Camisinha;PSF Guabiraba;3;7;7.3;22292;Própria;Distribuição de Preservativos;"Av Otacilio de Azevedo, 115";Guabiraba;33556522;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1614.;Segunda à sexta das 08:00 às 17:31;15.01.00.095;-7.9938134005;-34.9353056110
15.1|Aqui Tem Camisinha;PSF Guarulhos;5;5;5.3;;Própria;Distribuição de Preservativos;"Av São Paulo, 605";Jardim São Paulo;33556138;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1615.;Segunda à sexta das 08:00 às 17:30;15.01.00.096;-8.0811612271;-34.9402813712
15.1|Aqui Tem Camisinha;PSF Ilha de Deus;6;6;6.1;2100;Própria;Distribuição de Preservativos;"Rua São José, S/N";Imbiribeira;33556936;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1616.;Segunda à sexta das 08:00 às 17:29;15.01.00.097;-8.0870790993;-34.9019197280
15.1|Aqui Tem Camisinha;PSF Iraque;5;5;5.2;22403;Própria;Distribuição de Preservativos;"Rua Mearim, 55";Estância;33556869;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1617.;Segunda à sexta das 08:00 às 17:28;15.01.00.098;-8.0906736932;-34.9279012605
15.1|Aqui Tem Camisinha;PSF Irmã Terezinha;2;2;2.1;;Própria;Distribuição de Preservativos;"Rua da Consolação, 9";Campina do Barreto;34991191;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1618.;Segunda à sexta das 08:00 às 17:27;15.01.00.099;-8.0200784014;-34.8779514549
15.1|Aqui Tem Camisinha;PSF Jader da Andrade Comunidade Entra Apulso;6;6;6.3;3470261;Própria;Distribuição de Preservativos;"Rua Coronel Anísio Rodrigues, 8 Quadra J";Boa Viagem;33554672;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1619.;Segunda à sexta das 08:00 às 17:26;15.01.00.100;-8.1212535854;-34.9069660741
15.1|Aqui Tem Camisinha;PSF Jardim Teresópolis;4;4;4.3;6916325;Própria;Distribuição de Preservativos;"Rua Expedicionário Antônio Romano, 180";Várzea;33550404;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1620.;Segunda à sexta das 08:00 às 17:25;15.01.00.101;-8.0343765125;-34.9758607727
15.1|Aqui Tem Camisinha;PSF Jardim Uchôa;5;5;5.2;1112;Própria;Distribuição de Preservativos;"Rua Jupiraci, S/N";Areias;33556211;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1621.;Segunda à sexta das 08:00 às 17:24;15.01.00.102;-8.1010043200;-34.9379279244
15.1|Aqui Tem Camisinha;PSF Jiquiá;5;5;5.2;5601037;Própria;Distribuição de Preservativos;"Pua Padre Roque, 33";Jiquiá;33554676;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1622.;Segunda à sexta das 08:00 às 17:23;15.01.00.103;-8.0840606150;-34.9240513923
15.1|Aqui Tem Camisinha;PSF João Rodrigues;6;6;6.1;;Própria;Distribuição de Preservativos;"Rua Barreiros, 120";Pina;33554692;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1623.;Segunda à sexta das 08:00 às 17:22;15.01.00.104;-8.0901285840;-34.8850335221
15.1|Aqui Tem Camisinha;PSF Joaquim da Costa Carvalho;3;3;3.2;;Própria;Distribuição de Preservativos;"Rua Sirigi, S/N";Alto do Mandu;;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1624.;Segunda à sexta das 08:00 às 17:21;15.01.00.105;-8.0243482457;-34.9284859357
15.1|Aqui Tem Camisinha;PSF Jordão Alto;6;8;8.2;3153460;Própria;Distribuição de Preservativos;"Av Dona Carentina, Quadra B, Lote II";Jordão;33556162/33556163;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1625.;Segunda à sexta das 08:00 às 17:20;15.01.00.106;-8.1348098818;-34.9410105608
15.1|Aqui Tem Camisinha;PSF Jordão Baixo;6;8;8.1;3153479;Própria;Distribuição de Preservativos;"Rua José Martorano, 100";Jordão;33553407;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1626.;Segunda à sexta das 08:00 às 17:19;15.01.00.107;-8.1301058763;-34.9393806032
15.1|Aqui Tem Camisinha;PSF José Severiano;2;2;2.2;;Própria;Distribuição de Preservativos;"Rua Coronel Urbano Sena, 873 (Endereço Provisório)";Cajueiro;33554567;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1627.;Segunda à sexta das 08:00 às 17:18;15.01.00.108;-8.0146446000;-34.8861251000
15.1|Aqui Tem Camisinha;PSF Josué de Castro - 27 de Novembro;6;8;8.3;2752824;Própria;Distribuição de Preservativos;"Av Coração de Jesus, S/N UR 03";Ibura;33553037;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1628.;Segunda à sexta das 08:00 às 17:17;15.01.00.109;-8.1108683322;-34.9526876950
15.1|Aqui Tem Camisinha;PSF Lagoa Encantada;6;8;8.3;22470;Própria;Distribuição de Preservativos;"Av Benigno Jordão de Vasconcelos, S/N Lagoa Encantada";Cohab;33556174;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1629.;Segunda à sexta das 08:00 às 17:16;15.01.00.110;-8.1200655067;-34.9504664963
15.1|Aqui Tem Camisinha;PSF Macaé;4;4;4.2;;Própria;Distribuição de Preservativos;"Rua Macaé, 125 Roda de Fogo";Torrões;33556178;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1630.;Segunda à sexta das 08:00 às 17:15;15.01.00.111;-8.0616995734;-34.9378828945
15.1|Aqui Tem Camisinha;PSF Macaxeira - Burity;3;7;7.3;;Própria;Distribuição de Preservativos;"Rua Maria Cândida, 87";Macaxeira;33556839;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1631.;Segunda à sexta das 08:00 às 17:14;15.01.00.112;-8.0108977014;-34.9313243001
15.1|Aqui Tem Camisinha;PSF Mangueira;5;5;5.1;;Própria;Distribuição de Preservativos;"Rua da Mangabeira, 364";Mangueira;;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1632.;Segunda à sexta das 08:00 às 17:13;15.01.00.113;-8.0253160547;-34.9033024236
15.1|Aqui Tem Camisinha;PSF Mangueira I;5;5;5.1;26336;Própria;Distribuição de Preservativos;"Rua Jupiaçara, 70";Mangueira;33556186;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1633.;Segunda à sexta das 08:00 às 17:12;15.01.00.114;-8.0750123533;-34.9244812105
15.1|Aqui Tem Camisinha;PSF Mangueira II;5;5;5.1;26344;Própria;Distribuição de Preservativos;"Rua Feliciano Castilho, 64";Mangueira;33556686;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1634.;Segunda à sexta das 08:00 às 17:11;15.01.00.115;-8.0754811303;-34.9205853168
15.1|Aqui Tem Camisinha;PSF Monte Verde;6;8;8.3;26387;Própria;Distribuição de Preservativos;"Av Chapada do Araripe, 116";Cohab;33556158/33556159;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1635.;Segunda à sexta das 08:00 às 17:10;15.01.00.116;-8.1151349838;-34.9597781241
15.1|Aqui Tem Camisinha;PSF Morro da Conceição;3;7;7.1;2679787;Própria;Distribuição de Preservativos;"Rua da Conceição, 589";Morro da Conceição;33556526;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1636.;Segunda à sexta das 08:00 às 17:09;15.01.00.117;-8.0193780556;-34.9149980904
15.1|Aqui Tem Camisinha;PSF Mustardinha;5;5;5.1;3371328;Própria;Distribuição de Preservativos;"Rua Major Mario Portela, 472";Mustardinha;33556710;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1637.;Segunda à sexta das 08:00 às 17:08;15.01.00.118;-8.0676770078;-34.9157204469
15.1|Aqui Tem Camisinha;PSF Parque dos Milagres;6;8;8.3;5656893;Própria;Distribuição de Preservativos;Rua Clara Nunes S/N - Alto dos Milagres;Cohab;33556190;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1638.;Segunda à sexta das 08:00 às 17:07;15.01.00.119;-8.1060959443;-34.9503014183
15.1|Aqui Tem Camisinha;PSF Passarinho Alto;3;7;7.2;28673;Própria;Distribuição de Preservativos;"Rua das Rosas, 120";Passarinho;33556195;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1639.;Segunda à sexta das 08:00 às 17:06;15.01.00.120;-7.9799605001;-34.9149980604
15.1|Aqui Tem Camisinha;PSF Passarinho Baixo;3;7;7.2;26204;Própria;Distribuição de Preservativos;"Rua do Canario, 220";Passarinho;33554680;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1640.;Segunda à sexta das 08:00 às 17:05;15.01.00.121;-7.9797151922;-34.9169398063
15.1|Aqui Tem Camisinha;PSF Paz e Amor;6;8;8.1;6362494;Própria;Distribuição de Preservativos;"Rua Senador Pompeu, 40";Ibura;33556650;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1641.;Segunda à sexta das 08:00 às 17:04;15.01.00.122;-8.1161938550;-34.9300948397
15.1|Aqui Tem Camisinha;PSF Planeta dos Macacos I;5;5;5.3;5601053;Própria;Distribuição de Preservativos;"Rua 04 de Setembro, 145";Curado;33550035;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1642.;Segunda à sexta das 08:00 às 17:03;15.01.00.123;-8.0817766336;-34.9538292139
15.1|Aqui Tem Camisinha;PSF Planeta dos Macacos II;5;5;5.3;22438;Própria;Distribuição de Preservativos;"Av Piracicaba, 929";Jardim São Paulo;32577688;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1643.;Segunda à sexta das 08:00 às 17:02;15.01.00.124;-8.0780516989;-34.9504619083
15.1|Aqui Tem Camisinha;PSF Poço da Panela;3;3;3.2;20567;Própria;Distribuição de Preservativos;"Av 17 de Agosto, 2388";Casa Forte;33556202;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1644.;Segunda à sexta das 08:00 às 17:01;15.01.00.125;-8.0375622978;-34.9248941427
